160	5.94194	
180	10.7766	
200	14.8707	
220	21.9591	
240	30.9832	
260	42.8401	
280	57.7325	
300	77.7694	
320	103.592	
340	132.992	
360	166.618	
380	207.069	
400	186.946	
420	227.399	
440	268.436	
460	323.6
480	370.521	
500	443.147	
520	525.852	
540	609.768	
560	704.214	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
